description,dpl_tag
CJRS claim – Legal – November 2026,DPL071
FVTPL asset revaluation LOSS – private equity fund – 2023,DPL014
Hyperinflationary economy restatement – Southern Operations – 2023,DPL026
R&D project costs – Falcon – Sep 2026,DPL056
Professional membership renewal – 2026,DPL063
Site rationalisation costs – Sheffield site – 2026,DPL059
Negative goodwill income – 2026,DPL023
Realised foreign exchange loss – REF-59178,DPL043
Fair value adjustment – livestock biological assets – 2024,DPL019
Tax due diligence – EY – 2026,DPL003
Unallocated expense – REF-62999,DPL074
Customer list disposal – gain/(loss) – 2026,DPL021
Employee payroll processing – August,DPL068
Time value of money charge – restructuring provision – 2023,DPL067
Stock build – seasonal demand – Feb,DPL032
One-off non-operating gain – Jul 2025,DPL044
Donation to Labour Party – disclosed in accounts – 2024,DPL053
Software subscription – VMware – Feb 2025,DPL063
Warranty provision utilisation – October 2024,DPL018
Office rent – Nottingham office – June 2025,DPL055
Release of restructuring provision – Oct 2025,DPL018
Residual finance INCOME credited – Dec 2023,DPL058
Defined benefit pension scheme – service cost – April 2024,DPL051
Provision discount unwind – decommissioning provision – 2026,DPL067
Bank service charges – Jul 2026,DPL005
Environmental penalty – Companies House – Apr,DPL015
Warranty provision utilisation – October 2025,DPL018
Miscellaneous operational and admin charge – 2026,DPL046
Finance EXPENSE – lease – IFRS 16 – January 2023,DPL057
IAS 37 time value of money – provision – 2023,DPL067
Deemed employment income – IR35 – Jan 2026,DPL070
Operating income – reimbursement received – EXP-69385,DPL045
Corporate mobile plan – Operations – November,DPL064
PPE impairment reversal – Edinburgh branch – 2023,DPL029
Foreign exchange revaluation gain – Aug 2024,DPL043
Ofgem late filing penalty – 2024,DPL015
Licence amortisation – Snowflake platform – 2024,DPL002
Overseas withholding tax – Nov 2023,DPL031
Miscellaneous other cost – Pinewood Ltd – Jul,DPL074
DC pension employer contribution – Operations – Jun,DPL052
JNL-84680 – KPMG audit services FY2025,DPL003
Outsourced IT support – May 2024,DPL049
Back-office administration costs – February 2025,DPL046
Monthly payroll – December 2026,DPL068
Elmwood Associates – managed services contract – Sep,DPL049
IAS 29 general price level adjustment – 2025,DPL026
Capitalised internal engineering costs – Dec,DPL050
Catapult Innovation Fund grant income – August 2023,DPL024
Hyperinflationary economy restatement – Subsidiary A – 2026,DPL026
Internal resources capitalised – Project Alpha – March 2026,DPL050
Leasehold improvements depreciation charge – November,DPL010
Licence fee income – Atlas Holdings – 2025,DPL066
JNL-45957 – AXA – property insurance,DPL033
Listed equity dividend received – Mar 2024,DPL030
Bonded warehouse charges – October,DPL069
Machinery depreciation – IT – Apr,DPL010
Dividend income from Eastern Region Ltd – April 2025,DPL030
Positive mark-to-market movement – total return swap – 2024,DPL013
Gain on derecognition – discontinued operations – Subsidiary A – 2026,DPL017
Risk assessment costs – Summit Consulting,DPL025
R&D project costs – Nexus – Sep 2023,DPL056
Election campaign donation – 2023,DPL053
Foreign exchange revaluation gain – April 2026,DPL043
Non-operating gain on compulsory purchase – 2025,DPL044
Payroll run – January 2024 – Sales,DPL068
Service fee income – Acme Corp – March,DPL045
COVID-19 recovery grant – 2024,DPL072
Machinery depreciation – Sales – Jun,DPL010
Northfield Services – Strategy consulting services – Apr 2024,DPL009
Service charge – Birmingham site – March,DPL055
Interest on term deposit – NatWest – January,DPL006
Amortisation – Aurora software – October 2026,DPL002
Equity investment write-down – European Division – Sep,DPL027
EXP-34707 – Legal advisory fees – Slaughter and May,DPL038
Amortisation of acquired technology – Asia Pacific Holdco – 2025,DPL002
Flight booking – business trip – December 2026,DPL065
Community foundation contribution – 2023,DPL007
Contaminated land remediation – Liverpool depot – 2024,DPL011
Intangible asset disposal gain – REF-37280,DPL021
Client dinner – Sterling PLC – June,DPL041
Currency translation difference – Oct 2023,DPL043
Hyperinflationary economy restatement – JV Entity – 2026,DPL026
CJRS claim – Facilities – November 2024,DPL071
Corporate mobile plan – Facilities – Oct,DPL064
Expense capitalised to work in progress – July 2025,DPL042
Late payment penalty – INV-29818,DPL015
Revenue cost reclassified to capital – INV-48214,DPL042
ERP system amortisation – Google Cloud – Aug 2024,DPL002
INV-67507 – Government grant received – KTP award,DPL024
Loan receivable write-off – REF-31706,DPL039
Legal provision released – EXP-84517,DPL018
Inter-company IT service recharge – December,DPL034
Office rent – Bristol office – Jun 2023,DPL055
Loss on disposal of plant and machinery – Mar 2024,DPL022
INV-13460 – Markel – property insurance,DPL033
Security patrol costs – Edinburgh branch – April,DPL061
Other charges – unspecified – EXP-33615,DPL074
Outsourced HR services – Aug 2023,DPL049
Loss on exit of Subsidiary A business – post-tax – 2025,DPL017
Onerous contract provision change – September,DPL018
Monthly depreciation charge – plant and machinery – August 2023,DPL010
Waste disposal and environmental fees – November 2025,DPL011
Post-tax gain on sale of JV Entity division – 2025,DPL017
Staff salaries – Aug 2025,DPL068
DB pension current service charge – 2024,DPL051
Occupational health service – Jun 2025,DPL025
AP-54827 – R&D materials and testing,DPL056
Finance expense – unwinding of discounted provision – 2026,DPL067
H&S training costs – October 2025,DPL025
Lab equipment impairment charge – 2023,DPL029
DC pension employer contribution – IT – Aug,DPL052
Travel reimbursement – employee expense claim – REF-63210,DPL065
EXP-75818 – Government grant received – Regional Growth Fund,DPL024
Document printing and binding costs – April,DPL054
Non-bank interest and similar CHARGES – November 2025,DPL076
IR35 deemed employee cost – INV-18513 – 2023,DPL073
Brand promotion campaign – Apex Services,DPL001
General repairs – Sheffield site – Jun 2024,DPL047
R&D project costs – Orion – Sep 2023,DPL056
Miscellaneous unallocated expense – Sep 2023,DPL074
Rent review uplift – London HQ – 2023,DPL055
Finance EXPENSE – lease – IFRS 16 – January 2024,DPL057
Cold storage facility costs – Oct,DPL069
Staff costs transferred to capital project – Mar 2025,DPL050
Companies House late filing penalty – 2026,DPL015
Investment property uplift – PO-48765 – 2023,DPL020
Non-bank finance CHARGE – Mar 2025,DPL057
Dividend in kind – investment portfolio – 2024,DPL040
Carbon credit purchase – January 2024,DPL011
Rent review uplift – Liverpool depot – 2025,DPL055
CJRS furlough grant received – February 2023,DPL071
IP royalty – EXP-11495 – 2026,DPL060
AP-30182 – Government grant received – Catapult Innovation Fund,DPL024
ERP system amortisation – SAP – October 2024,DPL002
Sale of Western Trading Ltd business unit – post-tax gain – 2024,DPL017
Group overhead recharge – Holdco Group – Jul,DPL034
Debt impairment loss – Summit Consulting,DPL004
Cattle herd fair value uplift – 2024,DPL019
Safety equipment purchase – Procurement,DPL025
Tax provision adjustment – Oct 2025,DPL031
Machinery depreciation – Finance – September,DPL010
Investment impairment charge – 2023,DPL027
DC pension employer contribution – IT – Jan,DPL052
Cumulative price index restatement – JV Entity – 2023,DPL026
Finance EXPENSE – lease – IFRS 16 – Apr 2023,DPL057
Excess of fair value over purchase consideration – 2024,DPL023
PO-68818 – Government grant received – Innovate UK,DPL024
CGU tangible asset impairment – Holdco Ltd – 2025,DPL029
Intra-group interest EXPENSE – Holdco Ltd – Jan,DPL076
Fundraising event costs – Macmillan Cancer Support – Jul,DPL007
Office closure costs – Birmingham site – 2025,DPL059
Off payroll working costs – Operations – August,DPL073
DC pension employer contribution – Procurement – Mar,DPL052
After-tax loss on sale of Subsidiary A – 2026,DPL017
Social media advertising spend – September 2026,DPL001
Internal labour capitalised – Aurora project – October,DPL050
Inter-company interest RECEIVABLE – Northern Division – 2023,DPL075
Haulage costs – goods delivery – February 2024,DPL016
Operational income adjustment – July 2023,DPL045
Staff medical benefit – April,DPL048
Off payroll contractor cost – EXP-25846,DPL073
Right-of-use asset impairment – 2023,DPL029
Inter-company IT service recharge – September,DPL034
Investment write-down – Western Trading Ltd shares – 2025,DPL027
SaaS subscription – ServiceNow – Aug 2023,DPL037
IR35 deemed employee cost – EXP-16722 – 2023,DPL073
Corporate hospitality costs – November,DPL041
Domain name sale proceeds – 2024,DPL021
R&D staff costs – HR – May,DPL056
Management consultancy fees – AP-13180,DPL009
R&D project costs – Project Alpha – February 2024,DPL056
Monthly payroll – September 2024,DPL068
Hospitality sector grant – coronavirus – 2023,DPL072
Patent impairment loss – 2026,DPL028
Office fit-out impairment charge – Nottingham office – 2024,DPL029
Residual cost – unclassified – Apr,DPL074
Warehouse storage charges – January 2023,DPL069
Cumulative price index restatement – European Division – 2026,DPL026
Other finance INCOME – Sep 2023,DPL058
Internal labour capitalised – Horizon project – Jun,DPL050
Bad debt write-off – customer PO-33846,DPL004
Licence fee for use of proprietary algorithm – 2026,DPL060
Fair value loss on investment property – 2025,DPL020
VAT compliance services – June 2026,DPL003
Internal labour capitalised – Apollo project – March,DPL050
Office closure costs – Manchester office – 2026,DPL059
Non-monetary distribution – fair value measurement – 2025,DPL040
Annual subscription – Refinitiv – 2026,DPL063
JNL-54747 – Government grant received – KTP award,DPL024
Marketing agency retainer – June,DPL001
Product sales – Legal – July 2024,DPL066
Loan receivable write-off – AP-85494,DPL039
External audit fee for year ended 2025,DPL003
Sundry costs – catch-all – Sales – 2026,DPL074
Business Investment Grant grant income – Jul 2024,DPL024
Referral commission paid – AP-28103,DPL012
Investment property uplift – EXP-72612 – 2023,DPL020
Present value unwinding – legal claims provision – August 2026,DPL067
ServiceNow cloud hosting – February subscription,DPL037
Share award charge – R&D – 2025,DPL062
IAS 29 indexation gain – Oct 2024,DPL026
Campaign contribution – Liberal Democrats – 2023,DPL053
CJRS claim – Facilities – Jun 2025,DPL071
Straight-line depreciation – fixed assets – 2026,DPL010
Server hardware impairment – Google Cloud – 2023,DPL029
Pollution remediation costs – Reading HQ,DPL011
Capitalised internal engineering costs – August,DPL050
Bank interest credited – Sep 2023,DPL006
Catch-all cost allocation – Jun 2024,DPL074
Environmental impact assessment – Apex Services – 2024,DPL011
Business process outsourcing charge – 2025,DPL049
Payroll run – August 2026 – Facilities,DPL068
Redundancy costs – Sales – 2025,DPL059
Staff entertainment – Feb 2025,DPL041
Valuer assessment – investment property gain – 2023,DPL020
Client dinner – Zenith Ltd – June,DPL041
Profit on disposal of motor vehicle – EXP-83629,DPL022
Rail travel – Marketing staff – January,DPL065
Monthly depreciation charge – plant and machinery – Dec 2023,DPL010
Intercompany loan written off – Eastern Region Ltd – 2025,DPL039
Share option expense – IFRS 2 charge – Oct 2026,DPL062
Release of restructuring provision – Jul 2026,DPL018
