description,dpl_tag
Interest PAYABLE on related party loan – Oct,DPL076
Finance COST – put/call option liability – 2025,DPL057
Donation to WWF – 2023,DPL007
Environmental permit fees – HSE – 2025,DPL011
Mark-to-market LOSS – inflation swap – May,DPL014
General administration overhead – Facilities – 2024,DPL046
Waste disposal and environmental fees – June 2023,DPL011
REF-45232 – Government grant received – KTP award,DPL024
Cumulative price index restatement – Asia Pacific Holdco – 2023,DPL026
Dividend income from Southern Operations – Apr 2026,DPL030
Business insurance – Markel – Oct 2026,DPL033
Asset demerger – distribution to shareholders – 2024,DPL040
Royalty payment to Brand Owners PLC – March 2026,DPL060
Interest charged on JP Morgan overdraft – July,DPL035
Site rationalisation costs – Glasgow office – 2023,DPL059
Flight booking – business trip – November 2024,DPL065
Employee benefits expense – May 2026,DPL048
DB scheme deficit contribution – May 2024,DPL051
Campaign contribution – Reform UK – 2024,DPL053
Document printing and binding costs – September,DPL054
Environmental permit fees – CQC – 2024,DPL011
Treasury deposit interest – February 2026,DPL006
Debt impairment loss – Horizon Partners,DPL004
Fixed asset disposal proceeds – net – 2026,DPL022
Rent review uplift – Cardiff branch – 2024,DPL055
AP-97100 – Legal advisory fees – Linklaters,DPL038
PO-53676 – Digital marketing services,DPL001
IP legal costs – Norton Rose Fulbright – May 2026,DPL038
Environmental penalty – FCA – Mar,DPL015
Occupational health service – Feb 2025,DPL025
Employee benefits expense – Feb 2025,DPL048
Furlough claim receipt – HMRC – Jun,DPL071
Annual insurance premium – professional indemnity – 2025,DPL033
Staff medical benefit – January,DPL048
Corporate administration overhead – Procurement – 2023,DPL046
Manned guarding services – December 2024,DPL061
Staff entertainment – Apr 2025,DPL041
Brand name impairment – LatAm Subsidiary CGU review – 2023,DPL028
Investment income – minority shareholding – September,DPL030
Related party loan interest CREDITED – 2026,DPL075
Prototype development expense – Apollo – 2025,DPL056
Disposal of Eastern Region Ltd – after-tax gain – 2026,DPL017
Software impairment loss – AWS – 2024,DPL028
Positive mark-to-market movement – commodity futures – 2026,DPL013
Non-bank finance CHARGES – Eastern Region Ltd – 2024,DPL076
Team away day expense – HR – 2026,DPL041
listed equities fair value DECREASE – December 2024,DPL014
Equity investment write-down – Holdco Ltd – June,DPL027
Release of restructuring provision – Aug 2023,DPL018
FX loss on USD settlement – AP PO-86140,DPL043
Machinery depreciation – Finance – April,DPL010
INV-54019 – Broadband and telephony – EE,DPL064
Furlough claim receipt – HMRC – Mar,DPL071
Amortisation – acquired order backlog – 2026,DPL002
Share option expense – IFRS 2 charge – May 2024,DPL062
HR consultancy – restructuring project – 2025,DPL009
Spin-off distribution of NewCo Ltd shares – 2026,DPL040
HVAC system maintenance – Glasgow office – 2026,DPL047
Trade mark licence payment – Global IP Holdings – 2024,DPL060
Warranty provision utilisation – February 2024,DPL018
Non-bank interest RECEIVABLE – LatAm Subsidiary – 2025,DPL075
REF-95567 – R&D materials and testing,DPL056
Monthly depreciation charge – plant and machinery – Jul 2024,DPL010
Late payment penalty – REF-34677,DPL015
CJRS furlough grant received – October 2024,DPL071
Political party subscription – Labour Party – 2024,DPL053
Employee matched giving – Oxfam,DPL007
Unrealised FX gain – balance sheet revaluation – June,DPL043
Technical consulting services – VMware implementation,DPL009
Technology licence fee – Portfolio IP Ltd – August,DPL060
Equity investment write-down – Western Trading Ltd – October,DPL027
Waste management and recycling costs – Edinburgh branch – 2024,DPL011
Non-bank interest CHARGE payable – Feb 2023,DPL076
Broker commission expense – February,DPL012
Internal labour capitalised – Vertex project – Dec,DPL050
Deferred tax liability movement – 2023,DPL031
Intangible asset amortisation – IT system – 2025,DPL002
CJRS claim – Facilities – Nov 2024,DPL071
Auto-enrolment pension contribution – November 2024,DPL052
Travel reimbursement – employee expense claim – INV-39369,DPL065
Corporate administration overhead – R&D – 2024,DPL046
Dairy herd biological asset revaluation – Nov 2026,DPL019
Environmental impact assessment – Elmwood Associates – 2026,DPL011
Interest on Lloyds term loan – 2023,DPL035
Profit on disposal of motor vehicle – JNL-48348,DPL022
Monthly depreciation charge – plant and machinery – June 2024,DPL010
Depreciation – office furniture and equipment – October 2024,DPL010
Outsourced IT support – Mar 2024,DPL049
Mobile phone contract costs – June 2023,DPL064
Subsistence expenses – R&D – June,DPL065
Work in progress movement – Jan 2026,DPL032
CJRS furlough grant received – Jul 2023,DPL071
Overseas travel – January 2026,DPL065
Change in finished goods inventory – January 2023,DPL032
Profit on disposal of motor vehicle – AP-78799,DPL022
Flight booking – business trip – Apr 2023,DPL065
Licence amortisation – IBM platform – 2023,DPL002
Service fee income – Halcyon Partners – July,DPL045
Defined benefit pension scheme – service cost – August 2023,DPL051
HVAC system maintenance – Sheffield site – 2024,DPL047
JNL-63490 – Third party storage – TNT,DPL069
Business insurance – Allianz – Nov 2025,DPL033
COVID-19 recovery grant – 2026,DPL072
INV-11281 – Third party storage – FedEx,DPL069
Sundry other expense – Facilities – 2024,DPL074
Office rent – Cardiff branch – Aug 2024,DPL055
Foreign currency conversion fee – Lloyds,DPL005
Profit on disposal of motor vehicle – EXP-86670,DPL022
CGU impairment – JV Entity intangibles – 2024,DPL028
PV unwinding – onerous contract provision – 2024,DPL067
Mark-to-market GAIN – credit default swap – January,DPL013
R&D project costs – Project Delta – March 2023,DPL056
Social media advertising spend – Nov 2025,DPL001
Operational income adjustment – Apr 2024,DPL045
Dividend income from US Operations Inc – June 2024,DPL030
Business entertainment – restaurant – PO-94367,DPL041
RSU vesting expense – September 2025,DPL062
Non-trading gain before tax – November 2024,DPL044
REF-44647 – Legal advisory fees – Allen & Overy,DPL038
PR agency fees – February 2024,DPL001
Investment write-down – NewCo Ltd shares – 2023,DPL027
Day-to-day operational admin expenses – Marketing,DPL046
Franking machine and postage – Jun,DPL054
Loss on disposal of plant and machinery – September 2026,DPL022
Bank interest credited – August 2025,DPL006
Unrealised GAIN on cross-currency swap – September 2024,DPL013
FX loss on USD settlement – AP JNL-13091,DPL043
Consulting fee income – Acme Corp – EXP-48635,DPL066
General repairs – Sheffield site – Jun 2024,DPL047
R&D staff costs – Marketing – January,DPL056
IAS 41 bearer plant fair value – Aug 2026,DPL019
Political expenditure – Liberal Democrats – 2026,DPL053
Legal provision released – INV-14849,DPL018
"Debt interest expense – EUR 441,915 facility – 2023",DPL035
Site rationalisation costs – Sheffield site – 2025,DPL059
Postage and courier costs – Dec 2026,DPL054
Management fee recharge from Group HQ Ltd – Oct 2025,DPL034
IAS 36 PPE impairment – Cardiff branch – 2025,DPL029
Management consultancy fees – REF-84345,DPL009
Business transformation consulting – November 2025,DPL009
Political party subscription – Reform UK – 2024,DPL053
Office rent – Bristol office – Jun 2023,DPL055
CJRS furlough grant received – Sep 2024,DPL071
Recruitment fees – Facilities – 2025,DPL048
Redundancy costs – Sales – 2025,DPL059
Investment property fair value movement – Manchester office – 2026,DPL020
Other charges – unspecified – PO-94682,DPL074
CA 2006 s.366 political donation – Labour Party – 2026,DPL053
DB scheme deficit contribution – May 2023,DPL051
Employee redundancy payments – Jun 2026,DPL059
Grant Thornton management consulting – Falcon project,DPL009
Trademark impairment charge – 2026,DPL028
Hedging instrument LOSS – total return swap – 2024,DPL014
Deemed employment income – IR35 – September 2025,DPL070
Other costs – not elsewhere classified – 2026,DPL074
Derivative financial instrument fair value UPLIFT – 2024,DPL013
Head office recharge – Group HQ Ltd – 2025,DPL034
Overdraft interest charge – Standard Chartered – Dec 2026,DPL035
Equity-settled SBP charge – 2025,DPL062
Spin-off distribution of LatAm Subsidiary shares – 2024,DPL040
Travel reimbursement – employee expense claim – REF-45733,DPL065
Facilities management outsourcing – Global Services Inc,DPL049
Loss on disposal of plant and machinery – Dec 2024,DPL022
Work in progress movement – Jun 2024,DPL032
Auto-enrolment pension contribution – Mar 2024,DPL052
Plant and equipment maintenance – Sep,DPL047
Employer pension contribution – defined contribution – November,DPL052
Amortisation – customer relationship intangible – 2023,DPL002
Expenditure transferred to Orion project balance sheet,DPL042
EXP-87126 – Legal advisory fees – Ashurst,DPL038
Capitalised internal engineering costs – January,DPL050
Overseas withholding tax – Feb 2024,DPL031
Residual finance INCOME credited – Dec 2026,DPL058
Legal provision released – EXP-20056,DPL018
Change in finished goods inventory – Mar 2025,DPL032
Capital grant amortisation – August 2026,DPL024
Influencer marketing costs – March,DPL001
Loan written off – Western Trading Ltd – 2026,DPL039
Raw materials stock change – June,DPL032
PAYE payroll cost – Jun 2024,DPL068
Gift aid donation to Mind,DPL007
Monthly depreciation charge – plant and machinery – Sep 2023,DPL010
IR35 deemed employee cost – EXP-90467 – 2025,DPL073
Restart grant received – August 2024,DPL072
DC pension employer contribution – IT – Oct,DPL052
PO-11129 – Broadband and telephony – Vodafone,DPL064
Property impairment charge – London HQ – 2026,DPL029
Business entertainment – restaurant – REF-17574,DPL041
Unallocated other costs – January 2026,DPL074
Road haulage – Kuehne+Nagel – Aug,DPL016
CJRS claim – HR – Feb 2025,DPL071
Interest charged on Santander overdraft – Apr,DPL035
CJRS claim – Finance – May 2026,DPL071
Loan receivable write-off – JNL-45329,DPL039
After-tax loss on sale of Holdco Ltd – 2026,DPL017
Sporting event hospitality – May 2023,DPL041
Coronavirus business interruption grant – 2025,DPL072
Listed equity dividend received – February 2023,DPL030
Business insurance – Beazley – Dec 2024,DPL033
Hedging instrument LOSS – total return swap – 2026,DPL014
SWIFT transfer charges – Apr,DPL005
Business transformation consulting – Jun 2026,DPL009
Hyperinflationary economy restatement – NewCo Ltd – 2025,DPL026
IAS 29 hyperinflation adjustment – CAD functional currency – 2026,DPL026
Consulting fee income – Corinthian Ltd – REF-39528,DPL066
Warehouse storage charges – September 2024,DPL069
Enterprise Development Grant grant income – Jun 2023,DPL024
Loan interest expense – term facility – 2023,DPL035
Amortisation of software licence – September 2025,DPL002
Residual finance INCOME credited – Oct 2025,DPL058
Waste disposal and environmental fees – February 2024,DPL011
Client entertainment – Oct 2025,DPL041
Share award charge – R&D – 2024,DPL062
International call charges – Jan,DPL064
Non-trading gain before tax – Apr 2023,DPL044
JNL-27699 – Service income – Sterling PLC,DPL066
Brand promotion campaign – Global Services Inc,DPL001
Bad debt write-off – customer AP-16712,DPL004
ERP system amortisation – Google Cloud – Nov 2026,DPL002
Business rates – Manchester office – Q4 2026,DPL055
Investment income – minority shareholding – Jun,DPL030
Fundraising event costs – Shelter – September,DPL007
